category,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
OutboundTrafficMetrics,0,0,0,5824,5,5824,5,0,0,0,0
InboundTrafficMetrics,0,0,0,11144,5,11144,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5824,5,5824,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10736,5,10736,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,30888,18,30888,18,0,0,0,0
InboundTrafficMetrics,0,0,0,191632,29,191632,29,0,0,0,0
OutboundTrafficMetrics,0,0,0,30888,18,30888,18,0,0,0,0
InboundTrafficMetrics,0,0,0,191048,29,191048,29,0,0,0,0
OutboundTrafficMetrics,0,0,0,384304,102,384304,102,0,0,0,0
InboundTrafficMetrics,0,0,0,1183280,166,1183280,166,0,0,0,0
OutboundTrafficMetrics,0,0,0,384304,102,384304,102,0,0,0,0
InboundTrafficMetrics,0,0,0,1182992,166,1182992,166,0,0,0,0
OutboundTrafficMetrics,0,0,0,21872,15,21872,15,0,0,0,0
InboundTrafficMetrics,0,0,0,222288,31,222288,31,0,0,0,0
OutboundTrafficMetrics,0,0,0,21872,15,21872,15,0,0,0,0
InboundTrafficMetrics,0,0,0,221704,31,221704,31,0,0,0,0
OutboundTrafficMetrics,0,0,0,5728,3,5728,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3256,3,3256,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5728,3,5728,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2968,3,2968,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,22176,5,22176,5,0,0,0,0
InboundTrafficMetrics,0,0,0,5880,4,5880,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,22176,5,22176,5,0,0,0,0
InboundTrafficMetrics,0,0,0,5304,4,5304,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4224,6,4224,6,0,0,0,0
InboundTrafficMetrics,0,0,0,5248,5,5248,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4224,6,4224,6,0,0,0,0
InboundTrafficMetrics,0,0,0,4952,5,4952,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,14880,10,14880,10,0,0,0,0
InboundTrafficMetrics,0,0,0,18104,8,18104,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,14880,10,14880,10,0,0,0,0
InboundTrafficMetrics,0,0,0,17808,8,17808,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,9600,5,9600,5,0,0,0,0
InboundTrafficMetrics,0,0,0,4728,4,4728,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,9600,5,9600,5,0,0,0,0
InboundTrafficMetrics,0,0,0,4144,4,4144,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4048,4,4048,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7272,4,7272,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4048,4,4048,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6984,4,6984,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,1968,3,1968,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2952,3,2952,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1968,3,1968,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2296,2,2296,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,13576,12,13576,12,0,0,0,0
InboundTrafficMetrics,0,0,0,37104,12,37104,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,13576,12,13576,12,0,0,0,0
InboundTrafficMetrics,0,0,0,36808,12,36808,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,6792,5,6792,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8152,5,8152,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6792,5,6792,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7568,5,7568,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,8000,5,8000,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10472,5,10472,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,8000,5,8000,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10064,5,10064,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,2456,3,2456,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4296,4,4296,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2456,3,2456,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4008,4,4008,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3480,3,3480,3,0,0,0,0
InboundTrafficMetrics,0,0,0,6808,4,6808,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3480,3,3480,3,0,0,0,0
InboundTrafficMetrics,0,0,0,6224,4,6224,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2496,3,2496,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3040,3,3040,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2496,3,2496,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2752,3,2752,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,26384,13,26384,13,0,0,0,0
InboundTrafficMetrics,0,0,0,40008,13,40008,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,26384,13,26384,13,0,0,0,0
InboundTrafficMetrics,0,0,0,39424,12,39424,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,17576,11,17576,11,0,0,0,0
InboundTrafficMetrics,0,0,0,23208,15,23208,15,0,0,0,0
OutboundTrafficMetrics,0,0,0,17576,11,17576,11,0,0,0,0
InboundTrafficMetrics,0,0,0,22920,15,22920,15,0,0,0,0
OutboundTrafficMetrics,0,0,0,17144,8,17144,8,0,0,0,0
InboundTrafficMetrics,0,0,0,23072,7,23072,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,17144,8,17144,8,0,0,0,0
InboundTrafficMetrics,0,0,0,22784,7,22784,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,8312,9,8312,9,0,0,0,0
InboundTrafficMetrics,0,0,0,15600,12,15600,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,8312,9,8312,9,0,0,0,0
InboundTrafficMetrics,0,0,0,15024,11,15024,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,7808,5,7808,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9336,5,9336,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,7808,5,7808,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9048,5,9048,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5688,5,5688,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9384,4,9384,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,5688,5,5688,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8808,4,8808,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4376,3,4376,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3560,3,3560,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,4376,3,4376,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3264,3,3264,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3520,4,3520,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4896,4,4896,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3520,4,3520,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4312,3,4312,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,12936,6,12936,6,0,0,0,0
InboundTrafficMetrics,0,0,0,9560,4,9560,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,12936,6,12936,6,0,0,0,0
InboundTrafficMetrics,0,0,0,9152,4,9152,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3496,4,3496,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4416,4,4416,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3496,4,3496,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3832,4,3832,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,5952,5,5952,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10640,5,10640,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5952,5,5952,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10352,5,10352,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,1560,2,1560,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2472,2,2472,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1560,2,1560,2,0,0,0,0
InboundTrafficMetrics,0,0,0,1896,2,1896,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,23592,10,23592,10,0,0,0,0
InboundTrafficMetrics,0,0,0,25520,9,25520,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,23592,10,23592,10,0,0,0,0
InboundTrafficMetrics,0,0,0,25232,9,25232,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,5216,4,5216,4,0,0,0,0
InboundTrafficMetrics,0,0,0,11608,5,11608,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5216,4,5216,4,0,0,0,0
InboundTrafficMetrics,0,0,0,10960,5,10960,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,24600,26,24600,26,0,0,0,0
InboundTrafficMetrics,0,0,0,661320,69,661320,69,0,0,0,0
OutboundTrafficMetrics,0,0,0,24600,26,24600,26,0,0,0,0
InboundTrafficMetrics,0,0,0,661032,69,661032,69,0,0,0,0
OutboundTrafficMetrics,0,0,0,4656,5,4656,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9680,6,9680,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,4656,5,4656,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9384,6,9384,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,8176,6,8176,6,0,0,0,0
InboundTrafficMetrics,0,0,0,19768,6,19768,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,8176,6,8176,6,0,0,0,0
InboundTrafficMetrics,0,0,0,19184,5,19184,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,1904,3,1904,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2496,2,2496,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1904,3,1904,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2208,2,2208,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,29480,14,29480,14,0,0,0,0
InboundTrafficMetrics,0,0,0,40752,15,40752,15,0,0,0,0
OutboundTrafficMetrics,0,0,0,29480,14,29480,14,0,0,0,0
InboundTrafficMetrics,0,0,0,40168,15,40168,15,0,0,0,0
OutboundTrafficMetrics,0,0,0,13672,8,13672,8,0,0,0,0
InboundTrafficMetrics,0,0,0,28960,9,28960,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,13672,8,13672,8,0,0,0,0
InboundTrafficMetrics,0,0,0,28672,9,28672,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,7760,4,7760,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6144,3,6144,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,7760,4,7760,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5856,3,5856,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,14296,11,14296,11,0,0,0,0
InboundTrafficMetrics,0,0,0,19416,14,19416,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,14296,11,14296,11,0,0,0,0
InboundTrafficMetrics,0,0,0,18712,13,18712,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,4800,5,4800,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8712,6,8712,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,4800,5,4800,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8424,6,8424,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2280,3,2280,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3192,3,3192,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2280,3,2280,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2608,3,2608,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,15584,9,15584,9,0,0,0,0
InboundTrafficMetrics,0,0,0,38032,10,38032,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,15584,9,15584,9,0,0,0,0
InboundTrafficMetrics,0,0,0,37744,10,37744,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,9304,6,9304,6,0,0,0,0
InboundTrafficMetrics,0,0,0,9104,7,9104,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,9304,6,9304,6,0,0,0,0
InboundTrafficMetrics,0,0,0,8520,6,8520,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,15768,12,15768,12,0,0,0,0
InboundTrafficMetrics,0,0,0,20064,13,20064,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,15768,12,15768,12,0,0,0,0
InboundTrafficMetrics,0,0,0,19768,13,19768,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,11040,10,11040,10,0,0,0,0
InboundTrafficMetrics,0,0,0,31528,11,31528,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,11040,10,11040,10,0,0,0,0
InboundTrafficMetrics,0,0,0,31240,11,31240,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,4272,4,4272,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7880,5,7880,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4272,4,4272,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7296,4,7296,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,1672,2,1672,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2024,2,2024,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1672,2,1672,2,0,0,0,0
InboundTrafficMetrics,0,0,0,1736,2,1736,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,12872,6,12872,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10448,6,10448,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,12872,6,12872,6,0,0,0,0
InboundTrafficMetrics,0,0,0,9872,5,9872,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,7112,6,7112,6,0,0,0,0
InboundTrafficMetrics,0,0,0,12272,6,12272,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,7112,6,7112,6,0,0,0,0
InboundTrafficMetrics,0,0,0,11984,6,11984,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,19104,10,19104,10,0,0,0,0
InboundTrafficMetrics,0,0,0,27288,10,27288,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,19104,10,19104,10,0,0,0,0
InboundTrafficMetrics,0,0,0,26712,10,26712,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,2600,3,2600,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2928,3,2928,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2600,3,2600,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2640,3,2640,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,7232,4,7232,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8664,4,8664,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,7232,4,7232,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8256,4,8256,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2048,3,2048,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3040,2,3040,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,2048,3,2048,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2464,2,2464,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,3608,3,3608,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2896,3,2896,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3608,3,3608,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2608,3,2608,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2096,3,2096,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3248,4,3248,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2096,3,2096,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2664,3,2664,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,11400,7,11400,7,0,0,0,0
InboundTrafficMetrics,0,0,0,20344,6,20344,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,11400,7,11400,7,0,0,0,0
InboundTrafficMetrics,0,0,0,20056,6,20056,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2248,3,2248,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3408,3,3408,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2248,3,2248,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2824,3,2824,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,4992,4,4992,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7408,4,7408,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4992,4,4992,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7112,4,7112,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,1904,2,1904,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2440,2,2440,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1904,2,1904,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2152,2,2152,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,22368,9,22368,9,0,0,0,0
InboundTrafficMetrics,0,0,0,21272,8,21272,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,22368,9,22368,9,0,0,0,0
InboundTrafficMetrics,0,0,0,20688,8,20688,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,6648,5,6648,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10248,5,10248,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6648,5,6648,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9960,5,9960,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,10192,7,10192,7,0,0,0,0
InboundTrafficMetrics,0,0,0,8776,5,8776,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,10192,7,10192,7,0,0,0,0
InboundTrafficMetrics,0,0,0,8192,5,8192,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,2184,3,2184,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2968,3,2968,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2184,3,2184,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2680,3,2680,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,15552,9,15552,9,0,0,0,0
InboundTrafficMetrics,0,0,0,24368,9,24368,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,15552,9,15552,9,0,0,0,0
InboundTrafficMetrics,0,0,0,23968,9,23968,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,1640,2,1640,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2608,2,2608,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1640,2,1640,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2032,2,2032,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,8456,6,8456,6,0,0,0,0
InboundTrafficMetrics,0,0,0,12888,6,12888,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,8456,6,8456,6,0,0,0,0
InboundTrafficMetrics,0,0,0,12592,6,12592,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,7416,5,7416,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9744,4,9744,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,7416,5,7416,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9096,4,9096,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,7968,6,7968,6,0,0,0,0
InboundTrafficMetrics,0,0,0,11960,5,11960,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,7968,6,7968,6,0,0,0,0
InboundTrafficMetrics,0,0,0,11672,5,11672,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5800,3,5800,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5104,3,5104,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5800,3,5800,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4520,3,4520,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,4784,5,4784,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8136,5,8136,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4784,5,4784,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7840,4,7840,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6768,4,6768,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8136,4,8136,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6768,4,6768,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7840,3,7840,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,20984,12,20984,12,0,0,0,0
InboundTrafficMetrics,0,0,0,49472,13,49472,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,20984,12,20984,12,0,0,0,0
InboundTrafficMetrics,0,0,0,48896,13,48896,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,6040,4,6040,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5768,4,5768,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6040,4,6040,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5472,3,5472,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5808,4,5808,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7600,4,7600,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,5808,4,5808,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7016,4,7016,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2264,3,2264,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2968,2,2968,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,2264,3,2264,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2680,2,2680,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,4568,4,4568,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7560,4,7560,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4568,4,4568,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6984,4,6984,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3288,4,3288,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3192,3,3192,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3288,4,3288,4,0,0,0,0
InboundTrafficMetrics,0,0,0,2784,3,2784,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,25568,12,25568,12,0,0,0,0
InboundTrafficMetrics,0,0,0,35112,12,35112,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,25568,12,25568,12,0,0,0,0
InboundTrafficMetrics,0,0,0,34824,11,34824,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,10288,10,10288,10,0,0,0,0
InboundTrafficMetrics,0,0,0,16616,14,16616,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,10288,10,10288,10,0,0,0,0
InboundTrafficMetrics,0,0,0,16032,13,16032,13,0,0,0,0
OutboundTrafficMetrics,0,0,0,17640,10,17640,10,0,0,0,0
InboundTrafficMetrics,0,0,0,25352,9,25352,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,17640,10,17640,10,0,0,0,0
InboundTrafficMetrics,0,0,0,25064,9,25064,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,5728,6,5728,6,0,0,0,0
InboundTrafficMetrics,0,0,0,11472,7,11472,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,5728,6,5728,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10896,7,10896,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,10928,8,10928,8,0,0,0,0
InboundTrafficMetrics,0,0,0,13696,9,13696,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,10928,8,10928,8,0,0,0,0
InboundTrafficMetrics,0,0,0,13408,9,13408,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,1888,2,1888,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2560,2,2560,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1888,2,1888,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2264,2,2264,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,3384,2,3384,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2904,2,2904,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,3384,2,3384,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2320,2,2320,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,4200,5,4200,5,0,0,0,0
InboundTrafficMetrics,0,0,0,4408,4,4408,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4200,5,4200,5,0,0,0,0
InboundTrafficMetrics,0,0,0,4120,4,4120,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,13592,7,13592,7,0,0,0,0
InboundTrafficMetrics,0,0,0,18576,7,18576,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,13592,7,13592,7,0,0,0,0
InboundTrafficMetrics,0,0,0,18000,7,18000,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,2616,3,2616,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3344,3,3344,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2616,3,2616,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3048,3,3048,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5328,4,5328,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7808,4,7808,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,5328,4,5328,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7224,4,7224,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2112,3,2112,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2800,3,2800,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2112,3,2112,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2392,2,2392,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,23440,9,23440,9,0,0,0,0
InboundTrafficMetrics,0,0,0,25128,8,25128,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,23440,9,23440,9,0,0,0,0
InboundTrafficMetrics,0,0,0,24840,8,24840,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,4672,4,4672,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4448,4,4448,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4672,4,4672,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3872,3,3872,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3456,4,3456,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6912,4,6912,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3456,4,3456,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6624,4,6624,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,8024,6,8024,6,0,0,0,0
InboundTrafficMetrics,0,0,0,16160,6,16160,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,8024,6,8024,6,0,0,0,0
InboundTrafficMetrics,0,0,0,15576,6,15576,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,13088,10,13088,10,0,0,0,0
InboundTrafficMetrics,0,0,0,34488,11,34488,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,13088,10,13088,10,0,0,0,0
InboundTrafficMetrics,0,0,0,34200,10,34200,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,2008,3,2008,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2896,2,2896,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,2008,3,2008,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2312,2,2312,2,0,0,0,0
